id,embedding_index,image_url,clip_success
83373,254,https://openaccess-cdn.clevelandart.org/2020.119/2020.119_web.jpg,True
93239,255,https://openaccess-cdn.clevelandart.org/1926.1664/1926.1664_web.jpg,True
139454,256,https://openaccess-cdn.clevelandart.org/1963.262/1963.262_web.jpg,True
136507,257,https://openaccess-cdn.clevelandart.org/1960.79/1960.79_web.jpg,True
148395,258,https://openaccess-cdn.clevelandart.org/1976.1/1976.1_web.jpg,True
172784,259,https://openaccess-cdn.clevelandart.org/1930.2162/1930.2162_web.jpg,True
142559,260,https://openaccess-cdn.clevelandart.org/1966.3/1966.3_web.jpg,True
170835,261,https://openaccess-cdn.clevelandart.org/2013.325/2013.325_web.jpg,True
148368,262,https://openaccess-cdn.clevelandart.org/1975.80/1975.80_web.jpg,True
130707,263,https://openaccess-cdn.clevelandart.org/1953.424/1953.424_web.jpg,True
149683,264,https://openaccess-cdn.clevelandart.org/1979.71/1979.71_web.jpg,True
146727,265,https://openaccess-cdn.clevelandart.org/1972.17.2/1972.17.2_web.jpg,True
148861,266,https://openaccess-cdn.clevelandart.org/1976.97.1/1976.97.1_web.jpg,True
167456,267,https://openaccess-cdn.clevelandart.org/2009.269/2009.269_web.jpg,True
150693,268,https://openaccess-cdn.clevelandart.org/1982.124/1982.124_web.jpg,True
136472,269,https://openaccess-cdn.clevelandart.org/1960.49/1960.49_web.jpg,True
314241,270,https://openaccess-cdn.clevelandart.org/2018.107/2018.107_web.jpg,True
130361,271,https://openaccess-cdn.clevelandart.org/1953.126/1953.126_web.jpg,True
162623,272,https://openaccess-cdn.clevelandart.org/2003.225/2003.225_web.jpg,True
145925,273,https://openaccess-cdn.clevelandart.org/1971.137/1971.137_web.jpg,True
144689,274,https://openaccess-cdn.clevelandart.org/1969.31/1969.31_web.jpg,True
160137,275,https://openaccess-cdn.clevelandart.org/1997.95/1997.95_web.jpg,True
515375,276,https://openaccess-cdn.clevelandart.org/2022.86/2022.86_web.jpg,True
161595,277,https://openaccess-cdn.clevelandart.org/2000.17/2000.17_web.jpg,True
114776,278,https://openaccess-cdn.clevelandart.org/1934.373/1934.373_web.jpg,True
122341,279,https://openaccess-cdn.clevelandart.org/1942.638/1942.638_web.jpg,True
124796,280,https://openaccess-cdn.clevelandart.org/1946.277/1946.277_web.jpg,True
137890,281,https://openaccess-cdn.clevelandart.org/1962.279.43.a/1962.279.43.a_web.jpg,True
136949,282,https://openaccess-cdn.clevelandart.org/1961.421/1961.421_web.jpg,True
157104,283,https://openaccess-cdn.clevelandart.org/1993.236/1993.236_web.jpg,True
141484,284,https://openaccess-cdn.clevelandart.org/1964.94/1964.94_web.jpg,True
122339,285,https://openaccess-cdn.clevelandart.org/1942.636/1942.636_web.jpg,True
147520,286,https://openaccess-cdn.clevelandart.org/1973.30/1973.30_web.jpg,True
135430,287,https://openaccess-cdn.clevelandart.org/1958.427/1958.427_web.jpg,True
124084,288,https://openaccess-cdn.clevelandart.org/1944.86/1944.86_web.jpg,True
128390,289,https://openaccess-cdn.clevelandart.org/1951.354/1951.354_web.jpg,True
135265,290,https://openaccess-cdn.clevelandart.org/1958.28/1958.28_web.jpg,True
110566,291,https://openaccess-cdn.clevelandart.org/1929.133/1929.133_web.jpg,True
138369,292,https://openaccess-cdn.clevelandart.org/1962.3/1962.3_web.jpg,True
136950,293,https://openaccess-cdn.clevelandart.org/1961.421.1/1961.421.1_web.jpg,True
84662,294,https://openaccess-cdn.clevelandart.org/2020.107/2020.107_web.jpg,True
128364,295,https://openaccess-cdn.clevelandart.org/1951.324/1951.324_web.jpg,True
147607,296,https://openaccess-cdn.clevelandart.org/1974.1/1974.1_web.jpg,True
139730,297,https://openaccess-cdn.clevelandart.org/1963.503/1963.503_web.jpg,True
148366,298,https://openaccess-cdn.clevelandart.org/1975.79/1975.79_web.jpg,True
174043,299,https://openaccess-cdn.clevelandart.org/1972.905/1972.905_web.jpg,True
151257,300,https://openaccess-cdn.clevelandart.org/1983.14/1983.14_web.jpg,True
131673,301,https://openaccess-cdn.clevelandart.org/1954.263/1954.263_web.jpg,True
149684,302,https://openaccess-cdn.clevelandart.org/1979.72/1979.72_web.jpg,True
150955,303,https://openaccess-cdn.clevelandart.org/1982.36/1982.36_web.jpg,True
117030,304,https://openaccess-cdn.clevelandart.org/1937.575/1937.575_web.jpg,True
120995,305,https://openaccess-cdn.clevelandart.org/1941.68/1941.68_web.jpg,True
160300,306,https://openaccess-cdn.clevelandart.org/1998.178/1998.178_web.jpg,True
157228,307,https://openaccess-cdn.clevelandart.org/1994.106/1994.106_web.jpg,True
135592,308,https://openaccess-cdn.clevelandart.org/1959.136/1959.136_web.jpg,True
141200,309,https://openaccess-cdn.clevelandart.org/1964.44/1964.44_web.jpg,True
145010,310,https://openaccess-cdn.clevelandart.org/1970.2/1970.2_web.jpg,True
103997,311,https://openaccess-cdn.clevelandart.org/1922.173/1922.173_web.jpg,True
135432,312,https://openaccess-cdn.clevelandart.org/1958.427.2/1958.427.2_web.jpg,True
141220,313,https://openaccess-cdn.clevelandart.org/1964.454/1964.454_web.jpg,True
78982,314,https://openaccess-cdn.clevelandart.org/2017.192/2017.192_web.jpg,True
136295,315,https://openaccess-cdn.clevelandart.org/1960.181/1960.181_web.jpg,True
161268,316,https://openaccess-cdn.clevelandart.org/1999.45/1999.45_web.jpg,True
111789,317,https://openaccess-cdn.clevelandart.org/1930.314/1930.314_web.jpg,True
133012,318,https://openaccess-cdn.clevelandart.org/1955.44/1955.44_web.jpg,True
314406,319,https://openaccess-cdn.clevelandart.org/2018.121/2018.121_web.jpg,True
173180,320,https://openaccess-cdn.clevelandart.org/1915.684/1915.684_web.jpg,True
142474,321,https://openaccess-cdn.clevelandart.org/1966.237.b/1966.237.b_web.jpg,True
149104,322,https://openaccess-cdn.clevelandart.org/1977.37/1977.37_web.jpg,True
129386,323,https://openaccess-cdn.clevelandart.org/1952.222/1952.222_web.jpg,True
149396,324,https://openaccess-cdn.clevelandart.org/1978.51/1978.51_web.jpg,True
142664,325,https://openaccess-cdn.clevelandart.org/1966.387/1966.387_web.jpg,True
